Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEB-JUL
 06/03  23 ,26.75,26.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/03  24 ,25.73333333,29.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  01 ,25.1,30.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  02 ,24.3,32.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  03 ,23.41666667,33.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  04 ,22.4,37.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  05 ,20.15,46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  06 ,19.3,48.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  07 ,19.96666667,46.83333333,21.36925,223.9053333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  08 ,22.3,39.33333333,52.20483333,596.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  09 ,23.45,36.66666667,78.6711,749.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  10 ,24.95,32.33333333,99.70416667,823.5166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  11 ,25.81666667,29.33333333,118.7782333,872.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  12 ,27.25,27.16666667,142.6609333,871.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  13 ,28.53333333,23.66666667,177.3146333,851.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  14 ,29.56666667,20.83333333,212.4277333,807.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  15 ,30.81666667,19.16666667,215.5585667,773.3166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  16 ,31.63333333,17.66666667,199.8832167,725.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  17 ,31.65,15.83333333,171.2186,653.6333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  18 ,31.8,14.83333333,127.3877667,529.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  19 ,31.2,15.5,56.76255,225.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  20 ,29.6,19.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  21 ,27.53333333,25.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  22 ,27.28333333,26.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  23 ,26.58333333,29.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/04  24 ,25.73333333,35.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  01 ,24.66666667,44.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  02 ,23.68333333,47.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  03 ,22.06666667,50.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  04 ,21.55,53.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  05 ,21,57.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  06 ,20.1,60.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  07 ,20.38333333,60.16666667,28.63558333,148.6056667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  08 ,22.8,52.66666667,75.18483333,490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  09 ,24.55,44.83333333,124.57235,654.5666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  10 ,25.68333333,39.16666667,155.7930833,739.4833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  11 ,26.55,34,163.9128833,808.9166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  12 ,27.73333333,30.16666667,171.5015833,848.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  13 ,28.9,27,210.7003167,818.1166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  14 ,29.41666667,26.33333333,243.1165,776.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  15 ,30.45,26.33333333,271.9656333,717.7333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  16 ,30.75,25.16666667,282.5332833,508.7833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  17 ,31.26666667,23.5,233.9690833,488.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  18 ,30.98333333,23.83333333,145.3595333,202.5666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  19 ,30.31666667,25.83333333,64.0242,85.78833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  20 ,29.15,29.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  21 ,28,33.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  22 ,26.71666667,38.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  23 ,25.98333333,42.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/05  24 ,24.81666667,47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  01 ,24.4,48.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  02 ,24.01666667,50.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  03 ,23.85,50.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  04 ,23.28333333,53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  05 ,22.51666667,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  06 ,22.03333333,59.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  07 ,22.26666667,57.66666667,18.28511667,0.303333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  08 ,22.61666667,57,156.0708333,51.76916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  09 ,23.2,55.66666667,242.2911167,138.0658333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  10 ,24.33333333,51.83333333,385.2198667,108.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  11 ,25.2,49.5,482.3310167,204.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  12 ,26.71666667,44.5,428.5826167,492.3166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  13 ,27.46666667,41.83333333,448.69865,457.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  14 ,28.9,35.16666667,446.5532667,453.2333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  15 ,30.43333333,29.33333333,463.3453,406.0333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  16 ,30.7,29.16666667,421.7752333,246.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  17 ,30.1,31.33333333,297.5827833,136.2916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  18 ,29.68333333,31.33333333,169.0504667,37.39116667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  19 ,29.06666667,35,54.33483333,10.3065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  20 ,27.9,40.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  21 ,27.4,43.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  22 ,24.93333333,48.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  23 ,23.08333333,48.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/06  24 ,21.98333333,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  01 ,21.98333333,62.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  02 ,21.43333333,67.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  03 ,19.78333333,76,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  04 ,19.41666667,77.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  05 ,19.53333333,77.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  06 ,19.31666667,80.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  07 ,19.58333333,80.16666667,29.08225,2.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  08 ,20.31666667,76.33333333,112.1067833,12.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  09 ,21.75,70.16666667,248.6888833,200.9183333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  10 ,23.83333333,59.66666667,258.6878167,605.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  11 ,24.33333333,55.66666667,223.00805,713.9166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  12 ,26,49.5,261.6061667,702.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  13 ,27.03333333,46.66666667,303.26385,721.4666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  14 ,27.95,39.33333333,339.30055,681.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  15 ,29.25,34,325.06445,661.9166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  16 ,29.66666667,32.66666667,358.4128833,430.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  17 ,29.66666667,32.16666667,259.6374667,263.8616667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  18 ,28.88333333,32,115.4845333,3.025666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  19 ,28.51666667,32.66666667,24.04921667,0.0155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  20 ,25.28333333,47.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  21 ,21.06666667,69.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  22 ,18.63333333,81.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  23 ,18.7,81.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/07  24 ,19.05,78.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  01 ,19.33333333,79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  02 ,19.15,81.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  03 ,18.96666667,81.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  04 ,19.11666667,82.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  05 ,18.73333333,84.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  06 ,18.78333333,85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  07 ,19,84,15.68228333,0.204166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  08 ,19.86666667,80.83333333,103.9941833,0.603666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  09 ,21.33333333,74.16666667,283.4696167,72.12583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  10 ,22.85,65.66666667,282.7034,521.3166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  11 ,24.5,52,298.37425,629.6833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  12 ,25.43333333,47.83333333,382.66995,656.5333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  13 ,27.08333333,38.5,373.6712333,709.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  14 ,28.01666667,35.16666667,350.12285,646.2333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  15 ,28.81666667,32.16666667,354.9308167,572.4333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  16 ,29.33333333,32,361.2791,358.4833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  17 ,28.45,35.66666667,218.4503667,291.9283333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  18 ,28.1,33.33333333,171.8744,131.4733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  19 ,27.55,36,36.20406667,18.07233333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  20 ,26.48333333,43.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  21 ,25.61666667,45.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  22 ,24.9,44.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  23 ,24.33333333,48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/08  24 ,23.38333333,53.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  01 ,23.05,51.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  02 ,23.15,47.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  03 ,22.03333333,53.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  04 ,21.25,56.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  05 ,20.56666667,59.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  06 ,20.06666667,60.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  07 ,20.1,59.83333333,40.12153333,40.67733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  08 ,22.01666667,54.66666667,125.0684167,182.7783333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  09 ,24.23333333,42,229.1640333,352.6166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  10 ,24.43333333,42.5,201.4244333,656.8833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  11 ,25.8,37.83333333,162.34235,812.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  12 ,27.35,33,208.8323833,763.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  13 ,28.38333333,31.33333333,235.7296833,801.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  14 ,28.58333333,31.16666667,296.20395,681.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  15 ,29.18333333,30.16666667,293.5569833,650.2666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  16 ,29.65,27.83333333,311.0665833,511.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  17 ,29.83333333,27.5,283.6567333,211.3466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  18 ,29.6,28.16666667,194.8608333,161.4283333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  19 ,28.8,30.33333333,53.93166667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  20 ,27.81666667,34.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  21 ,25.91666667,38.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  22 ,25.58333333,41.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  23 ,25.13333333,47.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/09  24 ,23.88333333,53.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  01 ,22.96666667,57.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  02 ,21.96666667,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  03 ,21.46666667,63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  04 ,20.86666667,63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  05 ,20.18333333,64.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  06 ,19.55,65.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  07 ,19.36666667,64.66666667,33.56618333,0.738166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  08 ,21.68333333,57.33333333,143.5049667,24.2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  09 ,23.73333333,51.16666667,252.6248333,243.0673333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  10 ,25.25,46.16666667,121.5322333,787.2333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  11 ,25.68333333,44.16666667,153.5401167,817.1333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  12 ,26.43333333,41.33333333,163.8500333,854.7833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  13 ,27.5,35.83333333,163.9429333,885.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  14 ,28.68333333,32,176.11215,868.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  15 ,29,31,180.7302667,863.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  16 ,29.58333333,29.66666667,195.0308333,781.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  17 ,29.2,30.83333333,188.9364,622.7666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  18 ,28.88333333,31.83333333,123.4239833,101.6783333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  19 ,28.28333333,36.16666667,61.29133333,21.72416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  20 ,26.88333333,40.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  21 ,25.71666667,43.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  22 ,24.88333333,44.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  23 ,24.08333333,48.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/10  24 ,23.51666667,50.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  01 ,23.23333333,52.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  02 ,22.95,54.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  03 ,22.36666667,56.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  04 ,21.88333333,58.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  05 ,21.56666667,59.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  06 ,21.48333333,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  07 ,21.65,58.83333333,28.8993,0.280166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  08 ,22.01666667,57.83333333,96.16805,1.291166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  09 ,22.71666667,56.5,216.8347667,209.1983333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  10 ,24.16666667,50.83333333,225.3132,681.2833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  11 ,25.56666667,45.5,228.8497167,647.7066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  12 ,25.95,45.33333333,307.4072,432.9383333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  13 ,27.65,38.66666667,311.9631333,587.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  14 ,28.45,34.83333333,288.9107,797.1166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  15 ,29.2,32.66666667,379.0952667,569.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  16 ,28.86666667,32,375.4926,104.7233333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  17 ,28.73333333,33.16666667,230.5841,24.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  18 ,28.25,34.33333333,128.6904667,0.1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  19 ,27.31666667,36.5,35.22816667,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  20 ,26.4,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  21 ,25.4,47.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  22 ,24.96666667,47.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  23 ,24.78333333,49.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/11  24 ,24,54.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  01 ,23.4,55.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  02 ,23.03333333,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  03 ,22.11666667,61.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  04 ,21.8,64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  05 ,21.53333333,65.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  06 ,21.26666667,65.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  07 ,21.4,62.83333333,22.67111667,4.678833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  08 ,22.1,58.16666667,111.32585,33.8245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  09 ,23.71666667,53.5,252.13705,345.7833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  10 ,24.9,47.83333333,410.4009333,212.5833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  11 ,25.36666667,47.66666667,578.8836833,120.5416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  12 ,26.41666667,44.33333333,574.2847167,27.07766667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  13 ,26.95,43.33333333,617.4548833,74.6395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  14 ,28.18333333,38.66666667,503.4513667,299.0566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  15 ,28.15,38.5,404.2925,259.7608333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  16 ,28.35,36,413.4873167,54.64583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  17 ,27.51666667,39.16666667,222.35495,5.036666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  18 ,25.68333333,49.83333333,114.0039667,0.105833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  19 ,25.25,51,25.61333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  20 ,21.73333333,64.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  21 ,18.25,82,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  22 ,18.95,79.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  23 ,19.25,77.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/12  24 ,18.46666667,83,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  01 ,18.01666667,82.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  02 ,17.46666667,82.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  03 ,17.63333333,82.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  04 ,17.9,81.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  05 ,17.33333333,84.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  06 ,17.6,85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  07 ,17.83333333,84,8.8394,0.077666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  08 ,18.16666667,82,69.85598333,0.2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  09 ,19.6,75.66666667,275.3046667,19.49483333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  10 ,22.16666667,60,426.3311,355.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  11 ,23.3,54.16666667,538.1290833,264.9433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  12 ,23.7,55.66666667,649.02405,108.0916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  13 ,23.75,58.5,609.69195,62.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  14 ,24.63333333,54.33333333,652.4130167,100.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  15 ,25.13333333,49.5,403.0191167,317.3316667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  16 ,25.13333333,47,394.6634667,43.42933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  17 ,24.93333333,51.5,187.2006833,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  18 ,23.71666667,54.5,79.75493333,0.091333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  19 ,22.08333333,66.33333333,31.39093333,0.163666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  20 ,21.61666667,66.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  21 ,20.6,73.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  22 ,19.98333333,80.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  23 ,19.3,82.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/13  24 ,18.6,84,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
